ptg000216l_1	NC_085682.1	99.571	68245	71834	140017	150780	82564	1.217e+05	176964	150780
ptg000216l_1	NC_085682.1	99.407	48433	49203	97569	59924	108293	86035	176964	150780
ptg000216l_1	NC_085682.1	98.679	31788	140018	171664	1	31739	55401	176964	150780
ptg000216l_1	NC_085682.1	99.096	27999	21176	49111	31979	59916	49329	176964	150780
ptg000216l_1	NC_085682.1	99.806	25742	114282	140017	125051	150780	46182	176964	150780
ptg000216l_1	NC_085682.1	99.262	21418	1	21401	10330	31739	37904	176964	150780
ptg000216l_1	NC_085682.1	99.026	5544	171439	176964	31979	37511	9741	176964	150780
ptg000216l_1	NC_085682.1	75.758	165	30442	30606	39029	39193	118	176964	150780
ptg000216l_1	NC_085682.1	75.758	165	28218	28382	41253	41417	118	176964	150780
ptg000216l_1	NC_085682.1	100.000	58	51824	51881	62610	62553	105	176964	150780
