sample_id	reference_length	callable_bases	callable_fraction	reference_matches	nonreference_bases	callable_reference_identity
ABAB_MAD_LP_223_Du-590	150274	100592	0.669390579874	100108	484	0.995188484174
ABAB_MAD_LP_322_Du-593	150274	103088	0.686000239562	102604	484	0.995304982151
ABAB_MAD_LP_323_Du-594	150274	100685	0.670009449406	100204	481	0.995222724338
ABAB_MAD_LP_324_Du-595	150274	100872	0.67125384298	100394	478	0.995261321278
ABAB_MAD_LP_325_Du-596	150274	101552	0.675778910523	101072	480	0.995273357492
ABAB_MAD_LP_326_Du-597	150274	101257	0.673815829751	100775	482	0.995239835271
ABAB_MAD_LP_327_Du-598	150274	100682	0.669989485872	100201	481	0.995222581991
ABBE_BERN_LP_311_Du-780	150274	102548	0.682406803572	101960	588	0.994266099778
ABBE_BERN_LP_312_Du-781	150274	101341	0.674374808683	100758	583	0.994247145775
ABBE_BERN_LP_313_Du-782	150274	100790	0.670708173071	100209	581	0.99423553924
ABBE_BERN_LP_314_Du-783	150274	100784	0.670668246004	100217	567	0.994374107001
ABMU_HOR_LP_306_Du-775	150274	102075	0.679259219825	101591	484	0.99525838844
ABMU_HOR_LP_308_Du-777	150274	102287	0.680669976177	101804	483	0.995277992316
ABMU_HOR_LP_358_Du-770	150274	102968	0.685201698231	102482	486	0.995280087017
ABMU_HOR_LP_359_Du-771	150274	102963	0.685168425676	102476	487	0.995270145586
ABMU_HOR_LP_360_Du-772	150274	103249	0.687071615848	102762	487	0.995283247295
ABMU_HOR_LP_361_Du-773	150274	102863	0.684502974566	102376	487	0.995265547379
BAI_LP_105_Du-222	150274	105386	0.701292306054	105217	169	0.998396371435
BAI_LP_106_Du-223	150274	105412	0.701465323343	105240	172	0.998368307214
BAI_LP_108_Du-225	150274	105109	0.699449006481	104940	169	0.998392145297
BAI_LP_109_Du-226	150274	105272	0.70053369179	105102	170	0.998385135649
BAI_LP_110_Du-227	150274	105856	0.704419926268	105684	172	0.998375151149
BAI_LP_111_Du-228	150274	105603	0.702736334961	105431	172	0.998371258392
BAI_LP_112_Du-230	150274	104931	0.698264503507	104762	169	0.998389417808
BAI_LP_113_Du-231	150274	105313	0.700806526744	105144	169	0.998395259844
BAI_LP_114_Du-232	150274	105158	0.699775077525	104989	169	0.998392894502
BAI_LP_319_Du-233	150274	102341	0.681029319776	102171	170	0.998338886663
COM_LP_269_Du-703	150274	102800	0.684083740368	102695	105	0.998978599222
COM_LP_270_Du-704	150274	101936	0.678334242783	101834	102	0.998999372155
COM_LP_272_Du-707	150274	102798	0.684070431345	102696	102	0.999007762797
COM_LP_274_Du-709	150274	102607	0.682799419727	102506	101	0.999015661699
COM_LP_276_Du-711	150274	101977	0.678607077738	101875	102	0.998999774459
COM_LP_277_Du-712	150274	102260	0.680490304377	102159	101	0.999012321533
COM_LP_341_Du-713	150274	103202	0.686758853827	103100	102	0.999011647061
COM_LP_342_Du-714	150274	102080	0.679292492381	101979	101	0.999010579937
COM_LP_343_Du-715	150274	102808	0.684136976456	102706	102	0.999007859311
CROB_LP_169_Du-381	150274	101508	0.675486112035	101466	42	0.999586239508
CROB_LP_170_Du-382	150274	103651	0.689746729308	103609	42	0.999594794069
CROB_LP_172_Du-384	150274	102255	0.680457031822	102211	44	0.999569703193
CROB_LP_173_Du-385	150274	103927	0.691583374369	103885	42	0.999595870178
CROB_LP_174_Du-386	150274	104351	0.694404887073	104309	42	0.999597512242
CROB_LP_175_Du-387	150274	103872	0.691217376259	103830	42	0.999595656192
CROB_LP_176_Du-388	150274	103955	0.69176970068	103913	42	0.999595979029
CROB_LP_177_Du-389	150274	104965	0.698490756884	104923	42	0.999599866622
CROB_LP_320_Du-395	150274	103347	0.687723757936	103305	42	0.999593602136
CROB_LP_321_Du-396	150274	103535	0.688974806021	103493	42	0.999594340078
CROS_LP_085_Du-181	150274	105099	0.699382461371	105057	42	0.999600376788
CROS_LP_086_Du-182	150274	106236	0.706948640483	106194	42	0.99960465379
CROS_LP_087_Du-183	150274	105627	0.702896043228	105584	43	0.999592907117
CROS_LP_088_Du-184	150274	105900	0.704712724756	105857	43	0.999593956563
CROS_LP_089_Du-185	150274	107005	0.712065959514	106961	44	0.999588804261
