organelle	population_1	population_2	n_population_1	n_population_2	informative_sites	fst
cpDNA	KIRT	QUI1	10	9	167	0.98370503
cpDNA	KIRT	QUI2	10	10	168	0.98977013
cpDNA	KIRT	QUIN	10	10	169	0.99202808
cpDNA	KIRT	RIC	10	10	84	0.31402863
cpDNA	KIRT	RSV	10	9	170	0.97452512
cpDNA	KIRT	SILG	10	10	165	0.91149392
cpDNA	KIRT	SILR	10	6	101	0.92157432
cpDNA	KIRT	STI	10	16	182	0.94355104
cpDNA	KIRT	TIL	10	9	207	0.88128034
cpDNA	KIRT	TULP	10	17	75	0.73113216
cpDNA	MALV	OCO	10	10	705	0.97180269
cpDNA	MALV	QUI1	10	9	168	0.98234947
cpDNA	MALV	QUI2	10	10	170	0.98822060
cpDNA	MALV	QUIN	10	10	171	0.99046554
cpDNA	MALV	RIC	10	10	84	0.33796699
cpDNA	MALV	RSV	10	9	173	0.97351445
cpDNA	MALV	SILG	10	10	167	0.91069595
cpDNA	MALV	SILR	10	6	102	0.92010990
cpDNA	MALV	STI	10	16	183	0.94181815
cpDNA	MALV	TIL	10	9	208	0.88053954
cpDNA	MALV	TULP	10	17	75	0.72857952
cpDNA	OCO	QUI1	10	9	661	0.96835718
cpDNA	OCO	QUI2	10	10	711	0.97204072
cpDNA	OCO	QUIN	10	10	712	0.97259795
cpDNA	OCO	RIC	10	10	705	0.95239156
cpDNA	OCO	RSV	10	9	706	0.96805368
cpDNA	OCO	SILG	10	10	714	0.95415487
cpDNA	OCO	SILR	10	6	714	0.96205683
cpDNA	OCO	STI	10	16	722	0.96048758
cpDNA	OCO	TIL	10	9	744	0.94488400
cpDNA	OCO	TULP	10	17	739	0.95520144
cpDNA	QUI1	QUI2	9	10	169	0.98269830
cpDNA	QUI1	QUIN	9	10	170	0.98492267
cpDNA	QUI1	RIC	9	10	167	0.90256901
cpDNA	QUI1	RSV	9	9	173	0.96798284
cpDNA	QUI1	SILG	9	10	172	0.90702069
cpDNA	QUI1	SILR	9	6	176	0.94965855
cpDNA	QUI1	STI	9	16	183	0.93501830
cpDNA	QUI1	TIL	9	9	208	0.87598444
cpDNA	QUI1	TULP	9	17	206	0.91671356
cpDNA	QUI2	QUIN	10	10	5	0.48344371
cpDNA	QUI2	RIC	10	10	169	0.90882335
cpDNA	QUI2	RSV	10	9	39	0.86167727
cpDNA	QUI2	SILG	10	10	177	0.91650705
cpDNA	QUI2	SILR	10	6	180	0.95510559
cpDNA	QUI2	STI	10	16	49	0.72723409
cpDNA	QUI2	TIL	10	9	78	0.48835971
cpDNA	QUI2	TULP	10	17	208	0.92457234
cpDNA	QUIN	RIC	10	10	170	0.91194819
cpDNA	QUIN	RSV	10	9	40	0.87805709
cpDNA	QUIN	SILG	10	10	178	0.91938440
cpDNA	QUIN	SILR	10	6	181	0.95780323
cpDNA	QUIN	STI	10	16	50	0.74983776
cpDNA	QUIN	TIL	10	9	79	0.51542634
cpDNA	QUIN	TULP	10	17	209	0.92720109
cpDNA	RIC	RSV	10	9	172	0.89443115
cpDNA	RIC	SILG	10	10	168	0.82638385
cpDNA	RIC	SILR	10	6	134	0.79550594
cpDNA	RIC	STI	10	16	182	0.85719336
cpDNA	RIC	TIL	10	9	207	0.80424916
cpDNA	RIC	TULP	10	17	135	0.56955582
cpDNA	RSV	SILG	9	10	182	0.90216644
cpDNA	RSV	SILR	9	6	182	0.94170033
cpDNA	RSV	STI	9	16	47	0.61509774
cpDNA	RSV	TIL	9	9	76	0.39183781
cpDNA	RSV	TULP	9	17	211	0.90944328
cpDNA	SILG	SILR	10	6	175	0.87576930
cpDNA	SILG	STI	10	16	188	0.86666001
cpDNA	SILG	TIL	10	9	217	0.81342431
cpDNA	SILG	TULP	10	17	201	0.84407054
cpDNA	SILR	STI	6	16	192	0.89773880
cpDNA	SILR	TIL	6	9	217	0.85471396
cpDNA	SILR	TULP	6	17	140	0.80276387
cpDNA	STI	TIL	16	9	72	0.15944964
cpDNA	STI	TULP	16	17	217	0.88678246
cpDNA	TIL	TULP	9	17	245	0.82865425
