lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	99.302	573	1467	707	1279	151410	151982	1016	0.0
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	99.302	573	1467	707	1279	220957	221529	1016	0.0
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	98.515	404	1467	142	545	103179	102776	702	0.0
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	98.515	404	1467	142	545	172726	172323	702	0.0
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	100.000	189	1467	1279	1467	153441	153629	342	3.60e-95
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	100.000	189	1467	1279	1467	222988	223176	342	3.60e-95
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	100.000	161	1467	546	706	149842	150002	291	5.72e-80
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	100.000	161	1467	546	706	219389	219549	291	5.72e-80
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	100.000	153	1467	1	153	104338	104186	277	1.26e-75
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	100.000	153	1467	1	153	173885	173733	277	1.26e-75
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	94.118	17	1467	1449	1465	20626	20610	27.4	3.6
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000317l_1	94.118	17	1467	1449	1465	39222	39238	27.4	3.6
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	99.754	1218	2013	230	1447	97709	96492	2184	0.0
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	99.754	1218	2013	230	1447	167256	166039	2184	0.0
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	99.746	394	2013	1469	1862	227401	227794	707	0.0
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	99.130	230	2013	1	230	98790	98561	407	1.42e-114
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	99.130	230	2013	1	230	168337	168108	407	1.42e-114
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	100.000	151	2013	1863	2013	228725	228875	273	2.11e-74
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	94.444	18	2013	350	367	126780	126797	29.2	1.4
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000317l_1	94.444	18	2013	350	367	196327	196344	29.2	1.4
