lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	14	1467	344	357	19118	19105	26.5	2.6
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	14	1467	344	357	169382	169369	26.5	2.6
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	93.750	16	1467	1174	1189	35511	35496	25.6	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	93.750	16	1467	215	230	61881	61896	25.6	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	93.750	16	1467	1278	1293	176220	176205	25.6	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	844	856	53	65	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	804	816	4721	4709	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	257	269	7213	7225	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	434	446	20265	20253	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	335	347	29334	29322	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	1117	1129	55708	55696	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	82.609	23	1467	462	484	63260	63282	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	1110	1122	67180	67192	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	204	216	82800	82788	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	1004	1016	155160	155148	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	756	768	156317	156329	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	257	269	157484	157496	24.7	9.2
lcl|PV256627.1_cds_YAJ45782.1_1	ptg000216l_1	100.000	13	1467	434	446	170529	170517	24.7	9.2
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	82.500	80	2013	721	800	112843	112922	82.4	5.38e-17
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	94.737	19	2013	257	275	114090	114108	31.0	0.30
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	100.000	16	2013	44	59	82822	82807	30.1	0.30
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	100.000	16	2013	44	59	129028	129043	30.1	0.30
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	100.000	15	2013	448	462	146647	146661	28.3	1.0
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	94.118	17	2013	1679	1695	80649	80665	27.4	3.6
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	86.364	22	2013	1882	1903	84422	84401	27.4	3.6
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	86.364	22	2013	1882	1903	127428	127449	27.4	3.6
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	94.118	17	2013	1679	1695	131199	131183	27.4	3.6
lcl|PV256627.1_cds_YAJ45781.1_2	ptg000216l_1	89.474	19	2013	1030	1048	52619	52601	26.5	3.6
lcl|PV256627.1_cds_YAJ45774.1_3	ptg000216l_1	100.000	15	1314	1163	1177	48261	48275	28.3	0.67
lcl|PV256627.1_cds_YAJ45774.1_3	ptg000216l_1	100.000	14	1314	19	32	48959	48972	26.5	2.4
lcl|PV256627.1_cds_YAJ45774.1_3	ptg000216l_1	100.000	14	1314	297	310	55310	55323	26.5	2.4
