lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	100.000	77	123	39	115	86366	86136	155	2.89e-47
lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	100.000	77	123	39	115	125484	125714	155	2.89e-47
lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	100.000	38	123	1	38	57527	57414	79.7	9.09e-21
lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	100.000	8	123	116	123	85599	85576	20.8	2.6
lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	100.000	8	123	116	123	126251	126274	20.8	2.6
lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	85.714	7	123	27	33	116774	116754	19.6	5.3
lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	85.714	7	123	27	33	95077	95097	19.6	5.3
lcl|PX244389.1_prot_XZP60952.1_1	ptg000216l_1	47.059	17	123	30	46	69330	69280	18.9	9.5
lcl|PX244389.1_prot_XZP60953.1_2	ptg000216l_1	100.000	353	353	1	353	141398	140340	685	0.0
lcl|PX244389.1_prot_XZP60953.1_2	ptg000216l_1	31.673	281	353	25	302	22295	23116	132	3.28e-36
lcl|PX244389.1_prot_XZP60953.1_2	ptg000216l_1	31.673	281	353	25	302	172558	173379	132	3.28e-36
lcl|PX244389.1_prot_XZP60953.1_2	ptg000216l_1	40.000	15	353	304	318	148117	148073	18.5	7.6
lcl|PX244389.1_prot_XZP60953.1_2	ptg000216l_1	54.545	11	353	254	264	148145	148113	17.7	7.6
lcl|PX244389.1_prot_XZP60954.1_3	ptg000216l_1	98.800	500	500	1	500	143411	141912	1006	0.0
lcl|PX244389.1_prot_XZP60954.1_3	ptg000216l_1	32.727	55	500	277	328	94672	94511	24.3	1.6
lcl|PX244389.1_prot_XZP60954.1_3	ptg000216l_1	32.727	55	500	277	328	117179	117340	24.3	1.6
lcl|PX244389.1_prot_XZP60954.1_3	ptg000216l_1	38.462	26	500	337	362	15704	15781	23.1	3.6
lcl|PX244389.1_prot_XZP60954.1_3	ptg000216l_1	38.462	26	500	337	362	165968	166045	23.1	3.6
lcl|PX244389.1_prot_XZP60954.1_3	ptg000216l_1	27.500	80	500	145	214	146803	146582	22.7	4.5
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	96.104	77	89	13	89	145023	144793	151	1.24e-46
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	75.000	24	89	1	23	145845	145774	32.7	9.01e-05
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	75.000	12	89	52	63	106093	106058	21.9	0.46
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	28.000	50	89	40	89	158180	158034	20.0	2.3
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	28.000	50	89	40	89	7909	7763	20.0	2.3
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	46.667	15	89	33	47	102979	102935	20.0	2.8
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	38.889	18	89	24	41	164550	164497	19.2	4.4
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	38.889	18	89	24	41	14284	14231	19.2	4.4
lcl|PX244389.1_prot_XZP60955.1_4	ptg000216l_1	41.667	12	89	48	59	37008	37043	19.2	4.7
lcl|PX244389.1_prot_XZP60956.1_5	ptg000216l_1	100.000	61	61	1	61	147703	147885	120	3.28e-36
lcl|PX244389.1_prot_XZP60956.1_5	ptg000216l_1	26.829	41	61	5	45	143081	142959	18.9	2.6
lcl|PX244389.1_prot_XZP60956.1_5	ptg000216l_1	40.000	15	61	44	58	107942	107986	18.5	3.7
lcl|PX244389.1_prot_XZP60956.1_5	ptg000216l_1	47.368	19	61	14	32	58463	58407	18.1	6.3
lcl|PX244389.1_prot_XZP60957.1_6	ptg000216l_1	100.000	36	36	1	36	148281	148388	73.2	5.30e-20
lcl|PX244389.1_prot_XZP60957.1_6	ptg000216l_1	50.000	16	36	13	28	57966	57919	17.7	2.3
lcl|PX244389.1_prot_XZP60957.1_6	ptg000216l_1	66.667	9	36	20	28	157641	157615	16.2	9.8
lcl|PX244389.1_prot_XZP60957.1_6	ptg000216l_1	66.667	9	36	20	28	7370	7344	16.2	9.8
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	99.798	494	507	1	494	151897	150416	955	0.0
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	99.798	494	507	1	494	1623	142	955	0.0
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	26.159	302	507	67	359	42827	41934	76.6	1.07e-16
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	47.619	21	507	282	302	88326	88264	26.2	0.33
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	47.619	21	507	282	302	123524	123586	26.2	0.33
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	40.909	22	507	152	173	156641	156576	24.3	1.5
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	40.909	22	507	152	173	6370	6305	24.3	1.5
lcl|PX244389.1_prot_XZP60958.1_7	ptg000216l_1	22.727	44	507	195	236	45753	45884	21.6	8.5
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	86.076	158	184	40	184	152432	151959	265	1.99e-84
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	86.076	158	184	40	184	2158	1685	265	1.99e-84
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	100.000	48	184	1	48	153242	153099	103	4.09e-28
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	100.000	48	184	1	48	2968	2825	103	4.09e-28
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	57.895	19	184	40	58	45588	45644	23.5	0.65
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	50.000	20	184	3	22	67001	66942	22.3	1.7
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	39.130	23	184	13	35	40447	40515	21.9	2.2
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	28.169	71	184	104	174	20688	20876	21.2	3.2
lcl|PX244389.1_prot_XZP60959.1_8	ptg000216l_1	28.169	71	184	104	174	170952	171140	21.2	3.2
lcl|PX244389.1_prot_XZP60960.1_9	ptg000216l_1	100.000	81	81	1	81	153877	153635	115	4.25e-34
lcl|PX244389.1_prot_XZP60960.1_9	ptg000216l_1	100.000	81	81	1	81	3603	3361	115	4.25e-34
lcl|PX244389.1_prot_XZP60960.1_9	ptg000216l_1	50.000	14	81	67	80	132987	132946	19.2	4.5
lcl|PX244389.1_prot_XZP60960.1_9	ptg000216l_1	50.000	14	81	67	80	78861	78902	19.2	4.5
lcl|PX244389.1_prot_XZP60961.1_10	ptg000216l_1	99.590	244	244	1	244	155287	154556	419	2.06e-137
lcl|PX244389.1_prot_XZP60961.1_10	ptg000216l_1	99.590	244	244	1	244	5013	4282	419	2.06e-137
lcl|PX244389.1_prot_XZP60962.1_11	ptg000216l_1	99.153	236	236	1	236	5914	5207	427	2.21e-140
lcl|PX244389.1_prot_XZP60962.1_11	ptg000216l_1	98.611	144	236	93	236	155912	155481	271	2.81e-118
lcl|PX244389.1_prot_XZP60962.1_11	ptg000216l_1	100.000	76	236	1	76	156187	155960	165	2.81e-118
lcl|PX244389.1_prot_XZP60962.1_11	ptg000216l_1	30.303	33	236	40	72	47785	47883	20.8	7.2
lcl|PX244389.1_prot_XZP60963.1_12	ptg000216l_1	99.266	1363	1363	1	1363	160586	156498	2739	0.0
lcl|PX244389.1_prot_XZP60963.1_12	ptg000216l_1	99.266	1363	1363	1	1363	10315	6227	2739	0.0
lcl|PX244389.1_prot_XZP60963.1_12	ptg000216l_1	55.556	18	1363	60	77	27261	27314	25.0	2.3
