ptg000317l_1	NC_069572.1	98.002	8259	174621	182858	141497	133309	14253	0.0
ptg000317l_1	NC_069572.1	98.002	8259	105074	113311	141497	133309	14253	0.0
ptg000317l_1	NC_069572.1	97.780	5720	202043	207750	84102	78409	9825	0.0
ptg000317l_1	NC_069572.1	97.780	5720	132496	138203	84102	78409	9825	0.0
ptg000317l_1	NC_069572.1	97.161	5671	47413	53080	163009	168597	9502	0.0
ptg000317l_1	NC_069572.1	97.161	5671	6768	12435	168597	163009	9502	0.0
ptg000317l_1	NC_069572.1	98.206	4906	1189	6088	47058	51958	8562	0.0
ptg000317l_1	NC_069572.1	98.206	4906	53760	58659	51958	47058	8562	0.0
ptg000317l_1	NC_069572.1	95.919	5317	159637	164926	132528	127307	8504	0.0
ptg000317l_1	NC_069572.1	95.919	5317	90090	95379	132528	127307	8504	0.0
ptg000317l_1	NC_069572.1	97.816	4807	192733	197532	93805	89042	8250	0.0
ptg000317l_1	NC_069572.1	97.816	4807	123186	127985	93805	89042	8250	0.0
ptg000317l_1	NC_069572.1	97.758	4595	165227	169820	126987	122441	7869	0.0
ptg000317l_1	NC_069572.1	97.758	4595	95680	100273	126987	122441	7869	0.0
ptg000317l_1	NC_069572.1	98.083	4487	63983	68458	145785	150253	7782	0.0
ptg000317l_1	NC_069572.1	96.984	4078	169908	173959	122449	118405	6794	0.0
ptg000317l_1	NC_069572.1	96.984	4078	100361	104412	122449	118405	6794	0.0
ptg000317l_1	NC_069572.1	98.608	3520	226306	229823	193647	190138	6218	0.0
ptg000317l_1	NC_069572.1	96.865	3668	19492	23152	175462	179089	6093	0.0
ptg000317l_1	NC_069572.1	96.865	3668	36696	40356	179089	175462	6093	0.0
ptg000317l_1	NC_069572.1	97.603	3254	239934	243178	109834	106583	5566	0.0
ptg000317l_1	NC_069572.1	97.863	2153	61725	63875	143648	145793	3712	0.0
ptg000317l_1	NC_069572.1	98.088	2092	190153	192240	96593	94516	3626	0.0
ptg000317l_1	NC_069572.1	98.088	2092	120606	122693	96593	94516	3626	0.0
ptg000317l_1	NC_069572.1	97.760	1920	73673	75591	7134	5222	3301	0.0
ptg000317l_1	NC_069572.1	97.789	1854	150786	152630	68815	70658	3179	0.0
ptg000317l_1	NC_069572.1	97.789	1854	220333	222177	68815	70658	3179	0.0
ptg000317l_1	NC_069572.1	96.724	1923	222247	224157	70656	72544	3160	0.0
ptg000317l_1	NC_069572.1	97.363	1858	148942	150793	66682	68518	3134	0.0
ptg000317l_1	NC_069572.1	97.363	1858	218489	220340	66682	68518	3134	0.0
ptg000317l_1	NC_069572.1	98.873	1420	198060	199479	89043	87625	2532	0.0
