ptg000317l_1	PX244391.1	92.827	474	132490	132952	67218	67691	676	0.0
ptg000317l_1	PX244391.1	92.827	474	202037	202499	67218	67691	676	0.0
ptg000317l_1	PX244391.1	73.566	889	109362	110220	98370	99233	289	2.29e-76
ptg000317l_1	PX244391.1	73.566	889	178909	179767	98370	99233	289	2.29e-76
ptg000317l_1	PX244391.1	73.566	889	178909	179767	134029	133166	289	2.29e-76
ptg000317l_1	PX244391.1	73.566	889	109362	110220	134029	133166	289	2.29e-76
ptg000317l_1	PX244391.1	77.387	398	81754	82132	64863	64486	200	1.10e-49
ptg000317l_1	PX244389.1	92.827	474	132490	132952	67316	67789	676	0.0
ptg000317l_1	PX244389.1	92.827	474	202037	202499	67316	67789	676	0.0
ptg000317l_1	PX244389.1	73.566	889	109362	110220	98460	99323	289	2.29e-76
ptg000317l_1	PX244389.1	73.566	889	178909	179767	98460	99323	289	2.29e-76
ptg000317l_1	PX244389.1	73.566	889	178909	179767	134088	133225	289	2.29e-76
ptg000317l_1	PX244389.1	73.566	889	109362	110220	134088	133225	289	2.29e-76
ptg000317l_1	PX244389.1	77.806	392	81754	82132	64974	64603	211	5.09e-53
ptg000317l_1	NC_085682.1	92.827	474	132490	132952	67698	68171	676	0.0
ptg000317l_1	NC_085682.1	92.827	474	202037	202499	67698	68171	676	0.0
ptg000317l_1	NC_085682.1	73.566	889	109362	110220	98848	99711	289	2.29e-76
ptg000317l_1	NC_085682.1	73.566	889	178909	179767	98848	99711	289	2.29e-76
ptg000317l_1	NC_085682.1	73.566	889	178909	179767	134496	133633	289	2.29e-76
ptg000317l_1	NC_085682.1	73.566	889	109362	110220	134496	133633	289	2.29e-76
ptg000317l_1	NC_085682.1	78.316	392	81754	82132	65334	64963	222	2.35e-56
ptg000317l_1	PX244393.1	92.616	474	132490	132952	67354	67827	671	0.0
ptg000317l_1	PX244393.1	92.616	474	202037	202499	67354	67827	671	0.0
ptg000317l_1	PX244393.1	73.566	889	109362	110220	98497	99360	289	2.29e-76
ptg000317l_1	PX244393.1	73.566	889	178909	179767	98497	99360	289	2.29e-76
ptg000317l_1	PX244393.1	73.566	889	178909	179767	134135	133272	289	2.29e-76
ptg000317l_1	PX244393.1	73.566	889	109362	110220	134135	133272	289	2.29e-76
ptg000317l_1	PX244393.1	78.316	392	81754	82132	65002	64631	222	2.35e-56
ptg000317l_1	PX244390.1	92.616	474	132490	132952	67340	67813	671	0.0
ptg000317l_1	PX244390.1	92.616	474	202037	202499	67340	67813	671	0.0
ptg000317l_1	PX244390.1	73.566	889	109362	110220	98483	99346	289	2.29e-76
ptg000317l_1	PX244390.1	73.566	889	178909	179767	98483	99346	289	2.29e-76
ptg000317l_1	PX244390.1	73.566	889	178909	179767	134121	133258	289	2.29e-76
ptg000317l_1	PX244390.1	73.566	889	109362	110220	134121	133258	289	2.29e-76
ptg000317l_1	PX244390.1	78.316	392	81754	82132	64988	64617	222	2.35e-56
ptg000317l_1	PX244394.1	74.016	889	109362	110220	107276	108139	311	4.88e-83
ptg000317l_1	PX244394.1	74.016	889	178909	179767	107276	108139	311	4.88e-83
ptg000317l_1	PX244394.1	74.016	889	178909	179767	149955	149092	311	4.88e-83
ptg000317l_1	PX244394.1	74.016	889	109362	110220	149955	149092	311	4.88e-83
ptg000317l_1	PX244394.1	74.895	478	132492	132952	75185	75636	178	5.16e-43
ptg000317l_1	PX244394.1	74.895	478	202039	202499	75185	75636	178	5.16e-43
ptg000317l_1	PX244394.1	91.818	110	82035	82144	71668	71560	152	3.13e-35
ptg000317l_1	PX244394.1	97.436	78	138537	138614	4	81	134	1.13e-29
ptg000317l_1	PX244394.1	97.436	78	208084	208161	4	81	134	1.13e-29
ptg000317l_1	PX244392.1	74.016	889	109362	110220	100227	101090	311	4.88e-83
ptg000317l_1	PX244392.1	74.016	889	178909	179767	100227	101090	311	4.88e-83
ptg000317l_1	PX244392.1	74.016	889	178909	179767	136687	135824	311	4.88e-83
ptg000317l_1	PX244392.1	74.016	889	109362	110220	136687	135824	311	4.88e-83
ptg000317l_1	PX244392.1	79.091	440	81703	82124	66789	66368	270	8.28e-71
ptg000317l_1	PX244392.1	78.226	248	132488	132723	69286	69533	148	4.05e-34
ptg000317l_1	PX244392.1	78.226	248	202035	202270	69286	69533	148	4.05e-34
ptg000317l_1	PX244392.1	98.750	80	138535	138614	5	84	143	1.88e-32
ptg000317l_1	PX244392.1	98.750	80	208082	208161	5	84	143	1.88e-32
