chloroplast	mitochondria	92.616	474	24	4	67226	67699	132490	132952	0.0	671
chloroplast	mitochondria	92.616	474	24	4	67226	67699	202037	202499	0.0	671
chloroplast	mitochondria	73.596	890	178	39	133120	133983	110220	109362	3.21e-77	289
chloroplast	mitochondria	73.596	890	178	39	98381	99244	109362	110220	3.21e-77	289
chloroplast	mitochondria	73.596	890	178	39	133120	133983	179767	178909	3.21e-77	289
chloroplast	mitochondria	73.596	890	178	39	98381	99244	178909	179767	3.21e-77	289
chloroplast	mitochondria	77.863	393	52	19	64501	64872	82132	81754	7.14e-54	211
chloroplast	mitochondria	78.788	264	54	2	132830	133093	110859	110598	2.60e-43	176
chloroplast	mitochondria	78.788	264	54	2	99271	99534	110598	110859	2.60e-43	176
chloroplast	mitochondria	78.788	264	54	2	132830	133093	180406	180145	2.60e-43	176
chloroplast	mitochondria	78.788	264	54	2	99271	99534	180145	180406	2.60e-43	176
chloroplast	mitochondria	72.906	406	102	8	10669	11070	241892	242293	1.59e-30	134
chloroplast	mitochondria	93.243	74	5	0	1	74	138541	138614	2.68e-23	110
chloroplast	mitochondria	93.243	74	5	0	1	74	208088	208161	2.68e-23	110
chloroplast	mitochondria	85.393	89	11	1	87264	87350	81284	81196	9.70e-18	91.6
chloroplast	mitochondria	85.393	89	11	1	145012	145098	81196	81284	9.70e-18	91.6
chloroplast	mitochondria	81.111	90	15	2	123100	123188	97218	97130	1.26e-11	71.3
chloroplast	mitochondria	81.111	90	15	2	123100	123188	166765	166677	1.26e-11	71.3
chloroplast	mitochondria	85.246	61	9	0	134128	134188	109176	109116	2.11e-09	63.9
chloroplast	mitochondria	85.246	61	9	0	98176	98236	109116	109176	2.11e-09	63.9
chloroplast	mitochondria	85.246	61	9	0	134128	134188	178723	178663	2.11e-09	63.9
chloroplast	mitochondria	85.246	61	9	0	98176	98236	178663	178723	2.11e-09	63.9
chloroplast	mitochondria	88.235	51	6	0	132716	132766	111020	110970	7.61e-09	62.1
chloroplast	mitochondria	88.235	51	6	0	99598	99648	110970	111020	7.61e-09	62.1
chloroplast	mitochondria	88.235	51	6	0	132716	132766	180567	180517	7.61e-09	62.1
chloroplast	mitochondria	88.235	51	6	0	99598	99648	180517	180567	7.61e-09	62.1
chloroplast	mitochondria	85.185	54	8	0	7329	7382	113525	113472	3.54e-07	56.5
chloroplast	mitochondria	85.185	54	8	0	7329	7382	183072	183019	3.54e-07	56.5
