ptg000216l_1	NC_072122.1	93.298	9773	39706	49375	186485	176833	14212	0.0
ptg000216l_1	NC_072122.1	97.657	4950	26289	31230	59197	64145	8490	0.0
ptg000216l_1	NC_072122.1	94.367	2219	37404	39610	188687	186481	3384	0.0
ptg000216l_1	NC_072122.1	95.088	855	1535	2389	195221	196073	1345	0.0
ptg000216l_1	NC_072122.1	95.088	855	151809	152663	195221	196073	1345	0.0
ptg000216l_1	NC_072122.1	99.327	446	131943	132388	148054	147609	808	0.0
ptg000216l_1	NC_072122.1	99.327	446	79460	79905	147609	148054	808	0.0
ptg000216l_1	NC_072122.1	94.286	420	176553	176964	59197	59616	636	0.0
ptg000216l_1	NC_072122.1	73.649	888	122863	123726	189869	189011	294	5.08e-78
ptg000216l_1	NC_072122.1	73.649	888	88124	88987	189011	189869	294	5.08e-78
ptg000216l_1	NC_072122.1	77.608	393	54244	54615	203377	203001	204	8.81e-51
ptg000216l_1	NC_072122.1	98.551	69	22156	22224	41672	41740	122	2.54e-26
ptg000216l_1	NC_072122.1	98.551	69	172419	172487	41672	41740	122	2.54e-26
ptg000216l_1	NC_072122.1	93.333	75	40893	40967	79479	79553	111	5.49e-23
ptg000216l_1	NC_072122.1	92.157	51	88000	88048	222561	222511	71.3	9.32e-11
ptg000216l_1	NC_072122.1	92.157	51	123802	123850	222511	222561	71.3	9.32e-11
ptg000216l_1	NC_072122.1	97.436	39	163517	163555	71121	71083	67.6	1.21e-09
ptg000216l_1	NC_072122.1	97.436	39	13251	13289	71121	71083	67.6	1.21e-09
ptg000216l_1	NC_072122.1	97.436	39	163517	163555	110153	110115	67.6	1.21e-09
ptg000216l_1	NC_072122.1	97.436	39	13251	13289	110153	110115	67.6	1.21e-09
ptg000216l_1	NC_072122.1	97.436	39	163517	163555	161318	161280	67.6	1.21e-09
ptg000216l_1	NC_072122.1	97.436	39	13251	13289	161318	161280	67.6	1.21e-09
ptg000216l_1	PP024540.1	88.669	7228	140574	147622	119235	126350	8541	0.0
ptg000216l_1	PP024540.1	97.081	3392	71205	74578	90165	93546	5690	0.0
ptg000216l_1	PP024540.1	98.142	2745	137273	140017	93546	90811	4778	0.0
ptg000216l_1	PP024540.1	96.509	1776	59916	61691	15978	17753	2937	0.0
ptg000216l_1	PP024540.1	98.494	1394	80092	81485	80279	78887	2457	0.0
ptg000216l_1	PP024540.1	98.494	1394	130363	131756	78887	80279	2457	0.0
ptg000216l_1	PP024540.1	97.256	984	124287	125264	201822	200847	1655	0.0
ptg000216l_1	PP024540.1	97.256	984	86586	87563	200847	201822	1655	0.0
ptg000216l_1	PP024540.1	95.911	856	174148	175001	240302	239447	1386	0.0
ptg000216l_1	PP024540.1	95.911	856	23885	24738	240302	239447	1386	0.0
ptg000216l_1	PP024540.1	95.375	627	81432	82038	204143	204769	979	0.0
ptg000216l_1	PP024540.1	95.056	627	129812	130416	204769	204143	966	0.0
ptg000216l_1	PP024540.1	98.210	447	93472	93918	111112	110667	780	0.0
ptg000216l_1	PP024540.1	98.210	447	117934	118380	110667	111112	780	0.0
ptg000216l_1	PP024540.1	98.540	411	82033	82443	31966	31556	726	0.0
ptg000216l_1	PP024540.1	98.540	411	129407	129817	31556	31966	726	0.0
ptg000216l_1	PP024540.1	97.312	372	46457	46828	38332	37961	632	9.48e-180
ptg000216l_1	PP024540.1	92.246	374	54244	54615	526	888	518	2.77e-145
ptg000216l_1	PP024540.1	96.071	280	140278	140557	48122	48401	457	6.12e-127
ptg000216l_1	PP024540.1	95.652	207	52495	52701	48130	47926	331	3.87e-89
ptg000216l_1	PP024540.1	73.761	888	122863	123726	207278	206420	300	1.09e-79
ptg000216l_1	PP024540.1	73.761	888	88124	88987	206420	207278	300	1.09e-79
ptg000216l_1	PP024540.1	100.000	95	128877	128971	204144	204050	176	1.92e-42
ptg000216l_1	PP024540.1	100.000	95	82879	82973	204050	204144	176	1.92e-42
ptg000216l_1	PP024540.1	93.333	75	40893	40967	87410	87336	111	5.49e-23
ptg000216l_1	PP024540.1	87.500	88	96084	96168	53113	53026	99.0	4.27e-19
ptg000216l_1	PP024540.1	87.500	88	115683	115767	53026	53113	99.0	4.27e-19
ptg000216l_1	PP024540.1	88.235	85	115686	115767	114613	114529	99.0	4.27e-19
ptg000216l_1	PP024540.1	88.235	85	96084	96165	114529	114613	99.0	4.27e-19
ptg000216l_1	PP024540.1	92.727	55	123798	123850	58246	58192	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	88000	88052	58192	58246	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	88000	88052	109448	109394	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	123798	123850	109394	109448	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	88000	88052	164108	164054	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	123798	123850	164054	164108	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	88000	88052	194202	194148	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	123798	123850	194148	194202	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	88000	88052	214548	214494	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	123798	123850	214494	214548	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	88000	88052	254020	253966	78.7	5.57e-13
ptg000216l_1	PP024540.1	92.727	55	123798	123850	253966	254020	78.7	5.57e-13
ptg000216l_1	PP024540.1	93.617	47	82799	82844	19123	19077	69.4	3.35e-10
ptg000216l_1	PP024540.1	93.617	47	129006	129051	19077	19123	69.4	3.35e-10
ptg000216l_1	PP024540.1	97.436	39	163517	163555	198758	198720	67.6	1.21e-09
ptg000216l_1	PP024540.1	97.436	39	13251	13289	198758	198720	67.6	1.21e-09
ptg000216l_1	PP024540.1	97.436	39	163517	163555	258576	258538	67.6	1.21e-09
ptg000216l_1	PP024540.1	97.436	39	13251	13289	258576	258538	67.6	1.21e-09
ptg000216l_1	PV256627.1	92.739	5812	102172	107958	147286	152946	8233	0.0
ptg000216l_1	PV256627.1	93.662	5049	57401	62431	67830	62875	7448	0.0
ptg000216l_1	PV256627.1	93.501	3093	66748	69815	71982	68936	4532	0.0
ptg000216l_1	PV256627.1	94.130	2845	62569	65395	200810	198024	4259	0.0
ptg000216l_1	PV256627.1	95.851	2145	40891	43023	25441	27571	3445	0.0
ptg000216l_1	PV256627.1	97.122	1911	28547	30457	202828	204722	3210	0.0
ptg000216l_1	PV256627.1	93.770	1541	37250	38766	105743	107269	2279	0.0
ptg000216l_1	PV256627.1	93.770	1541	37250	38766	183066	181540	2279	0.0
